,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
10,71c23629-5f47-412b-8849-589be91a760b,Msampoerno Mlg,https://play-lh.googleusercontent.com/a/AEdFTp66p4GQgS8OgeJy5cu9Dt5r7X8HPFUYWaW5tGl2=mo,"App sudah berfungsi dgn baik dan bagus,sbg masukan data nama yg terlihat sbaiknya tidak berdasarkn propinsi,kecamatan dan kelurahan saja tp dilengkapi dgn dusun dan Rt.saat akan melakukan penilaian kelayakan serto upload foto keadaan orngnya akan tepat dan tdk salah orang, krn dlm satu kelurahan ada nama yg sama jg.",5,68,1.0.7,11/3/2022 11:18,,
11,5c29995d-8985-43ea-b9e1-4460fa4bf20d,frisky henakin,https://play-lh.googleusercontent.com/a/AEdFTp4sSQWIUvLq9cBbxFafY0gJgQMNz5wvTWUuKhYQ=mo,"App awalnya bisa dibuka tapi akhirnya sudah masuk ke Menu ""Tambah Usulan"", selalu tidak bisa.. pas di klik ""Tambah Usulan"" selalu muncul ""error Json Perse"".. hanya mau tanya, tujuan dari aplikasi ini untuk apa..??🤦🤦🤦",1,57,1.0.7,11/13/2022 10:29,,
12,f34928fa-46f4-48ef-9299-7e0acb62f201,Yenita agustina,https://play-lh.googleusercontent.com/a-/AD5-WCmy1GDUhEz2A3-GlJ3YOi9kTW0ruZ9Qf_58L787,"Aplikasi sangat tidak mumpuni, pendaftaran ke verifikasi data sangat lama berbulan bulan dan setelah aplikasi bisa digunakan mulai bulan september error tidak dapat digunakan. BERIKAN PELAYANAN TERBAIK UNTUK BENAR BENAR DIGUNAKAN. TERIMAKASIH",1,287,1.0.7,10/9/2022 17:50,,
13,a23e6026-7444-4263-adbd-8165163b5910,Cat Cleo,https://play-lh.googleusercontent.com/a/AEdFTp4zgQzrnB2_b--F3gGFgRIe852OoAAkNwiiP9zG=mo,"Aplikasi gak jelas!!! Username sudah bener dan pasword jga sudah bener pas mau login malah gak bisa, kata nya username dan pasword anda tidak d temukan. Lahh trus data yg sudah kita isi sesuai kk apa gak si salah gunakan oleh mreka, dan jgn"" Mreka hanya butuh data kita buat kepentingan pribadi",1,63,1.0.7,11/12/2022 19:58,,
14,e82e8f9a-b41d-4444-b498-e30d7ed57305,Syarifah Siti,https://play-lh.googleusercontent.com/a/AEdFTp7QSZYaAvr2VcYQsvdr7pmFUQGQ8HYp6Wxb48fP=mo,"Aplikasi sampah!!! Benar"" Kecewa Pendaftaran akun sukses. Ketika login berkali-kli malh gk bs, keterangannya belum aktifasi. Klau blm aktif knapa pas sukses daftar, selfi serta foto KTP keterangan nya berhasil?",1,30,1.0.7,11/18/2022 21:35,,
15,c66f0a60-cad8-433e-bec0-86bd0800e66c,lexyjae,https://play-lh.googleusercontent.com/a-/AD5-WCnQHUVX-l5o4WCiD4usi6uR33WEploMwNCVetnF,"Ini aplikasi masih beroperasi ga sih? udah beberapa kali install dan daftar ulang ada aja gejalanya, mau ngisi kolom alamat aja susah minta ampun ,error dan error terus ,mending segera perbaiki!! kalo malas memperbaiki mending ni aplikasi ga usah ada aja!!",1,46,1.0.7,10/9/2022 12:51,,
16,dc7a0d3a-38cc-45da-a19d-4510d9d9e803,Rahma Dana,https://play-lh.googleusercontent.com/a-/AD5-WCkiAYd6V-yp5AUu9gwx5XT8lmgeUtuoW_YRmEkL,"Aplikasi bodoh!!! Kami tu download apk ini dan mendaftarkan diri sebagai ""penerima bansos"" karna memang kami memenuhi syarat. Tapi kenapa pas membuat akun nya malah kami dipersulit??!!! Yg apk nya error lah, gak bisa masukkan kecamatan lah, loading lama lah.. Heran.. Sampek ulang kali kami mengisi data diri. Kalo gak bisa digunakan ni apk, yaa bagus dihapus aja!!",1,56,1.0.7,10/17/2022 23:38,,
17,587ad580-40c7-4c95-b226-54bbd314cd07,Tri Munawaroh,https://play-lh.googleusercontent.com/a-/AD5-WCmOVfmBYoVN31uHzXFw2lo7VZDobtH_zX2qD01wGR0,"Gabisa login atau buat akun baru, kenapa ya.. Mohon beri keterangan dan dipermudah aplikasinya, sangat berharap kepada pemerintah tp kesulitan untuk mendaftarkan diri. Trimakasih banyak.. Semoga ada jalan terang",3,1,1.0.7,12/14/2022 18:50,,
18,427dfdcf-60fa-4ae3-8326-36e463716f4e,Dewanti Anggraeni,https://play-lh.googleusercontent.com/a-/AD5-WCmmAmBzlKvMfP1rmXSWNyaN60CEJ0mAGd4ehCg_,"Udah dari sebulan lalu coba masuk nggak bisa,alasan user name dan pswd tdk ditemukan/belum aktifasi. Padahal udah dpt email kalo sudah aktif,trus gimana solusinya ini? Dari sekian banyak rating 1 karena aplikasi error dan butuh batuan tapi nggak ada yg dibales sama admin.",1,5,1.0.7,12/9/2022 15:10,,
19,0358b4ff-db48-4cae-b43d-95438a927efb,Dedy Vidiz,https://play-lh.googleusercontent.com/a-/AD5-WCln0lKxsLudK-HBbs-sfooJmAyywPuZi2jwCCxX,Aplikasi aneh..gua baru daftar hari ini di apk ini..tapi jawaban nya nik sudah terdaftar.dan tinggal login..sementara user id sama password nya gak tau..harus log in pake metode apa coba.. Coba deh di perbaiki lagi sistem dan opsi buat login nya..jangan hanya menggunakan satu metode login user id aja..pake no tlp.gmail atau yg lain nya..bia org yg lupa user id bisa terbantu.. Itu juga kalo niat nya membantu,1,3,1.0.7,12/8/2022 14:53,,
20,b9a05c86-4fb9-4e4f-80b0-25cd0b6a2deb,Aice,https://play-lh.googleusercontent.com/a-/AD5-WCk3bCQZGLz7AcRrlntGRc2F6WoAQZPfPaqZQi24sA,Mau daftar aja error terus padahal sinyal udah bagus. Developer dan tim IT tolong aplikasinya dibenahin lagi percuma banyak yang ga bisa menggunakan karna aplikasi tidak berjalan dengan baik,1,35,1.0.7,10/27/2022 0:19,,
21,4df72153-2d02-4084-9ac7-24484070d202,Anita Marwan,https://play-lh.googleusercontent.com/a-/AD5-WCn5QRiSDQl7HZr710duEVfPVTDidjy0FIc8KKqhom4,"saya lupa password & minta pengiriman ulang kata sandi ke email, tp setiap buka link nya tidak pernah bisa, padahal udah pake data, pake wifi, pake hotspot semuaaaa gak bisa, yg bener donk aplikasinya..diperbaikin, bolak balik hapus download ttp gak bisa""",1,21,1.0.7,10/21/2022 5:56,,
22,8cd2172a-c585-4180-a8b8-6c7a51511715,Korslet Paten,https://play-lh.googleusercontent.com/a-/AD5-WCkuTAUhR4pkjlpRtq4DumoapIbCpm-epcYAdTdNPA,"Aplikasi jelek banget ini anggarannya kecil kah buat bikin aplikasi ini,,daftar padahal keterangan nya eror belum ada email aktivasi, eh pas daftar lagi malah muncul keterangan silahkan login, padahal itu daftar aja eror kenapa suruh login🤣🤣, tolonglah bikin aplikasi yang bagus,IT nya yg memang pada bidang nya sekalian jangan ngambur-ngamburin anggaran",1,25,1.0.7,10/19/2022 22:47,,
23,01b51fab-60fa-4ba7-b645-93207591ad1c,dimas satria,https://play-lh.googleusercontent.com/a-/AD5-WCleCmWHeH6GA19lC07TDq6BIl6M9Kx4LkI73zmIWc4,"Aplikasi gak berguna, sangat buruk sekali. Pemerintah ini niat gak mau ngasih bantuan ke masyarakat, sy belum menerima sama sekali. Sekalinya bersemangat, aplikasinya bus*k. Login ga bisa terus, error lah, apalah. Masa kalah sm aplikasi lokal. Harus diperiksa ini yg menang tender bikin aplikasinya knp jelek sekali.",1,22,1.0.7,10/13/2022 10:41,,
24,28178d86-82a2-43a8-8f50-0c515ac345f0,Anisa Nurul Fauziah,https://play-lh.googleusercontent.com/a-/AD5-WCnniHg1-lkwie_fix8O3jQjL8L1sQ4j7bBGI7f89Q,Awal daftar error terus. Ga beberapa lama lancar bisa daftar tapi nunggu approval dulu akunnya bbrp hari. Setelah approval bisa masuk. Eh pas mau masuk lagi ERROR terus. Pas klik lupa pasword & ada balesan email pas klik link nya error juga :( Minta tolong segera di benahi yaa... mengingat apk ini bagus agar masyarakat bisa terhubung langsung dg kemensos. Serta untuk cek bantuan mengantisipasi adanya bantuan yg ga sampe ke tangan penerimanya.,2,27,1.0.7,10/25/2022 16:49,,
25,de687508-c26b-4c95-8ddc-75b6c345d993,Rifa Dwi Fathatunida,https://play-lh.googleusercontent.com/a-/AD5-WCmbyVE4nXPQnoI071lXqcWZK-sM5Jw1YmKQPCGUXA,"Aplikasi nya jelek banget sumpah, uda dapet email verifikasi dari kemensos nya tapi tetep ajaa ngga bisa di buka dengan alasan network error laa, terus jhon parse laa jelek banget sumpah, tolong yaa diperbaiki, banyak loo yang pengen ngutarain usul sanggah lewat aplikasi ini tapi samsek ngga bisa di buka. Baru pertama kali se emosi ini sama aplikasi huftt.",1,21,1.0.7,10/19/2022 7:11,,
26,5ce88512-1d70-437b-88e2-fafee94b8b23,Edit Prakasa,https://play-lh.googleusercontent.com/a-/AD5-WClbyOIJIfUSyIDKgEo5Oyav2TKmopN7st4IzxGM7w,"Dari pertengahan agustus sampai sekarang tidak bisa log in. Dan satu lagi untuk validasi sungguh sangat lama, masa sudah berbulan bulan masih proses validasi. Tolong intergritasnya ditingkatkan",1,19,1.0.7,10/13/2022 17:55,,
27,cfe92b5c-3bc5-46b5-98a4-f1157eb763a2,kasmiati ECKA,https://play-lh.googleusercontent.com/a-/AD5-WCl4WXW9iDhH9-wIkiz_kv_fEtGibKaii94kLxhOeg,"Aplikasi nya sangat sangat buruk, giliran aktivitas akun sudah bisa di gunakan malah aplikasi ini nggak bisa di gunakan. Pemerintah mempermainkan kita atau gimana sih. Sepertinya sengaja dech diginiin aplikasi nya😤😤😤 Aplikasi taikk .. Udah login dan isi data2 giliran tekan tambah usulam malah keterangannya terjadi error aplikasi. Silahkan hubungi admin. Setaaaan mmg.",1,21,1.0.7,10/12/2022 5:45,,
28,cf78748c-4365-49e8-b881-a5dfb6d9d137,Im Finn,https://play-lh.googleusercontent.com/a-/AD5-WCnm9hX_SFH_qoLv5MDgfPCyy-rrfTDNBw3SuBvr,"Perbaiki lah aplikasinya. Selalu Error jarson parse. Gimana mau daftar secara mandiri kalo error terus ? Katanya udah serba digital, tapi bikin aplikasi aja masih banyak bug dan error. Tolong lah, banyak rakyat yg miskin belum terdaftar sebagai PKH si DTKS.",1,18,1.0.7,10/11/2022 12:31,,
29,9ff99e48-4813-44f3-a1dd-c8b43cd78bfe,Perius Gulo,https://play-lh.googleusercontent.com/a/AEdFTp4Kz3XlTV_i_ts1YbFy-fzcMiZ0IsEKS5PXrjfz=mo,"Boro2 mau login ,Buat akun aja tidak bisa di aplikasi ini. Padahal sudah diisi semua data2nya, pas mau klik buat akun malah log out (no respon) ,sangat disayangkan kinerja apps nya! Padahal ini aplikasi resmi ☹.",1,27,1.0.7,10/23/2022 22:55,,
30,1dac64da-a537-4512-ac45-5100ca1209ad,Nur L (Leny),https://play-lh.googleusercontent.com/a-/AD5-WCn1Tvlhcl2UUNlSwsolGJYfS3P3yc66pCS3oeSP5g,aplikasi pemberi harapan palsu waktu daftar sudah cape² ngetik waktu d tekan daftar malah ada pemberitahuan sistem terjadi eror silahkan hubungi admin... klo emang gk bisa daftar lewat aplikasi ini jangan d adakan pendaftaran lewat aplikasi ini lah,1,8,1.0.7,11/27/2022 0:23,,
31,54c1248a-ed81-4cb2-99fc-8c94f4876d14,Muhammad zidane Alfarizi,https://play-lh.googleusercontent.com/a-/AD5-WCmVMyRzmRRexVIWwtcHSKoGuxVQ5-6ynxlzstUo,"Saya lupa password lalu saya klik lupa password di cek bansos setelah mengisi data nomor telepon, email dan user name saya mendapatkan email , kalau saya buka email saya saya klik link yg di berikan oleh cek bansos tapi kendala nya setalah di klik hanya memutar saja di internet saya sampai saya tunggu 1 jam tetap tidak muncul pergantian password hanya memutar saja di internet pencarian... Tolong di perbaiki atau berikan solusi ... Terima kasih sebelum nya",2,3,1.0.7,12/6/2022 1:18,,
32,20c13e71-5916-4773-9e95-7564f96bf2cb,Afiyah Rosaliya,https://play-lh.googleusercontent.com/a-/AD5-WClIsMntmHuxqY-0_S8O1ulEHzqMRvYAmx7OO5DB,Tolong jelaskan kenapa dan mengapa di saat sedang mendaftarkan akun baru dan semua persyaratan nya sudah terpenuhi malah yang ada hanya tulisan maaf erorr tolong hubungi admin...sedangkan kami pun tidak tau admin tsb itu siapa...tolong lah jika aplikasi ini untuk mempermudah kenapa harus di persulit...,1,6,1.0.7,11/25/2022 0:56,,
33,e62a84be-19dc-4c22-b597-7dae11cd08c4,Rita,https://play-lh.googleusercontent.com/a-/AD5-WCkyTxiGaG4zfEofYbTkDtKkTXRKlVOuU6-WLKtqCQ,Setiap saya login pasti username tidak di temukan..saya buat akun baru data saya juga blom ada..saya masukin data data saya lagi..berhasil terdaftar..pas saya login..user name tidak di temukan..saya kok pusing..harus gimana sama aplikasi ini,1,0,1.0.7,12/12/2022 13:21,,
34,f71b9e65-37e5-4e30-82c4-9a23e8865aa3,Haryati Haryati,https://play-lh.googleusercontent.com/a/AEdFTp5dWhqfv6SquyAZSUIbUfSNNDMKuwmGsOmXi16F=mo,"Daftar akun mudah tapi tiba tiba ngilang sendiri jadi khawatir kalau cuma mau ngambil data diri kita aja, buat yang lain, mikir2 dulu kalau mau download apk ini, soalnya mau masuk lagi susah banget bahkan sampai sekarang login aja ga bisa pdhl data udah bener,",1,1,1.0.7,12/11/2022 8:20,,
35,923d1553-dc1f-4a35-87aa-ee32163a2ed2,Maz Tegoeh,https://play-lh.googleusercontent.com/a-/AD5-WClhfR-AytXT4rzCJ0I0aTcNbiiA6gSyImO3-5JbwQ,"Email info sudah ter aktivasi sudah ada tapi mau masuk atau login tidak bisa keterangan user dan password tidak di temukan belum aktivasi, kayak gimana ini bikin aplikasi biar mudah namun malah bikin puyeng kepala masyarakat",1,1,1.0.7,12/11/2022 7:53,,
36,0302004d-a664-481c-89bd-3020972803f5,Zaenal Abidin,https://play-lh.googleusercontent.com/a-/AD5-WCnhNIuKYzzoSXI-wHX5itXyNIN2-bn3nfv3ugVS,Wah kacau alamat udah benar semua..pas login alamat tidak sesuai lagi..saya di cek udah beberapa kali..emang alamat sama dengan ktp..jadi yg benar bagaimana..aplikasi eror..saya kasi bintang 1..aplikasi mau di hapus aja dari pada pusing kepala,1,3,1.0.7,12/5/2022 19:24,,
37,4abfb01b-a6a2-43d3-b924-59208d4fe9b5,Putuayu Nilawati,https://play-lh.googleusercontent.com/a-/AD5-WCmzD0cVULpsFktcOraekLggBd2CCxg6hKMtZh1Y,Saya gak pernah dapat bantuan apa apa. Cuma bisa lihat tetangga yg dapat. Yg ekonominya lebih baik dr saya dn kluarga. Mau bansos pkh atau apalah.. saya kira aplikasi ini membantu ternyata cuma php. Setiap membuat usulan selalu erorr...,5,8,1.0.7,12/2/2022 19:56,,
38,97a527c5-5dae-4312-9387-1dec58cde95e,Nurjanah Nurjanah,https://play-lh.googleusercontent.com/a-/AD5-WCkmqUFBljAH482DTRFmykq-1qVyOl39MtX0zR6t,"alhamdulillah setelah berhari hari gk bisa login ,tapi setelah di update sekarang udah bisa login,dan udah bisa di buka aplikasinya,ada satu lagi ,setelah bisa login ,tapi mau masukan usulan data ,error jasn, tapi sekarang mau usul bansos stts belum cek terus dari 3 bln yg lalu",4,7,1.0.7,12/2/2022 16:43,,
39,776e8ad5-a0c8-4865-8e93-78f2872b8cd0,Erick Christoper,https://play-lh.googleusercontent.com/a/AEdFTp4Zu19iCE2ZzbbJdllH-ANFMJwxdTWgGaKH15zO=mo,App gak jelas banget...mau daftar aj gak bisa...suruh hubungin admin....mending gak usah di download...buang2 quota aja...udh coba berkali2..tetap gak bsa daftar...error trs2an...mending di hps aj nih app dr play store !!!!!,1,6,1.0.7,11/26/2022 11:42,,
40,f6ce579b-8384-4208-98fb-49ef49d6bbc6,Muhammad Khumaedi,https://play-lh.googleusercontent.com/a-/AD5-WCkTJFiQknF6tbPSf1t5_jgyTwvfwWGay6_Y4gKS,"Tolong don min. Eror terus kalo mau mengajukan usulan. Seharusnya kalo aplikasi ini dari kementrian sosial langsung seharusnya bisa membantu dan mempermudah masyarakat untuk mengajukan usulan. Dicoba berulang"" tetap eror, padahal sinyal stabil",1,2,1.0.7,12/5/2022 7:36,,
41,a38ed232-a67c-47bf-bc1d-e802e29be736,Dewi Irawanti,https://play-lh.googleusercontent.com/a-/AD5-WClvAUxZy2RYDN9H-evdWzjS5FK8DW9UOXrdhMUH,"Aplikasi nya susah diakses, reset paswor selalu eror dan hubungi admin sedangkan tiDak ada form pengaduan ,atau call center di aplikasinya ,seharusnya kalau ingin diakses secara online banyak kemudahan ,dan fitur yang ada bisa di gunakan ,kalau memang ada penjadwalan misal hanya waktu kerja atau tanggal tanggal tertentu untuk login atau daftar ada penjelasannya di dashboard aplikasi cek bansos. Kalau aplikasi sulit diakses oleh masyarakat awam ini saya , gmn mau daftar bansos ?",3,5,1.0.7,11/25/2022 12:32,,
42,898310ee-989e-4275-aaa6-1adb30d149ca,memet mahardika (me),https://play-lh.googleusercontent.com/a-/AD5-WClMhdj7a34wS3bRtdLfx9eDhLUjMuH94laMz9Yl2w,Apk nya erorr enggak ke urus mau daftar masuk aja susah nya minta ampun.erorr periksa koneksi anda. Padah WiFi nya bagus mendownload bagus brosing bagus di apk yg lain bagus2 aja enggak ada masalah. Tolong di perbaiki.kalo sudah ok saya kasih full bintang nya. Terimakasih,1,4,1.0.7,11/26/2022 8:28,,
43,e78c08e3-6d8b-4141-9b38-9e59fff1d91a,STM sang tetesan merah,https://play-lh.googleusercontent.com/a-/AD5-WCnwDJkAxu_9Ocgl0PLucixO-DSyX6YtlZGRk6r40w,"Saran saya: jika memang aplikasi cek bansos ini tdk bisa di gunakan , mendingan di hapus saja, jadi tdk bannyak orang yg berharap akan sesuatu lewat atau dengan aplikasi ini, sy lihat di kolom ulasan kebanyakan semua merasa kecewa dengan aplikasi ini, trmasuk saya, sudah mendaftar, di arahkan ke login, tp tdk bs login. Smg komen sy mndapat tanggapan 🙏🙏🙏",1,3,1.0.7,12/1/2022 15:32,,
44,2c3fa67a-7269-4c7e-bd75-bf1b0ac0fcfd,Ali Maftuh,https://play-lh.googleusercontent.com/a-/AD5-WCmgwdjIw1LFDy8ZniVg9u0Edw1N4R9foI_bIPin,"Tolong dong admin aplikasi cek bansos, saya sudah daftar sudah terverifikasi, tapi saat saya mau tambah usulan kenapa error terus, kadang error json parse kadang error hubungi admin.tolong dong supaya aplikasinya di tingkatkan lagi agar tidak error terus",3,3,1.0.7,11/30/2022 8:27,,
45,dc35ee53-b563-4b94-ac78-5aacbb13e65f,Dhika Cangin,https://play-lh.googleusercontent.com/a-/AD5-WCkbAR_RPVQvR1pUm3X5D51NCF1RumEIH-qMuR5WGQ,"Banyak yang bilang kalo apk ini error lah dll, Alhamdulillah gua sih lancar² aja. Mulai dari daftar, login dan tambah usulan Alhamdulillah lancar. Tapi gak tau gimana ke depannya, di terima gak data kita sama kemensos. Itu aja sih yang penting hahaha 😅",4,4,1.0.7,11/21/2022 12:56,,
46,8ed24904-3a63-4335-b9e5-fb3bcfc1422e,Richta Nanik,https://play-lh.googleusercontent.com/a-/AD5-WClvdfbYeM2ssPOHWS80ZB04fun8vwtVD-bx7GmRnA,"Buat akun selalu gk bisa.. yg jariangan error,yg apalah.. padahal mau dftr bantuan masak gk pernah dpt bantuan. Sedangkan orang yg berada malah dpt pkh. Aq yg punya anak 3 msh kecil semua, tinggal msh sama ortu, penghasilan gk ada 500rb/ bln aja gk pernah dpt.",1,2,1.0.7,12/1/2022 2:41,,
47,4c35dcd8-8a62-4426-bcfc-e0c9902a99b9,iphots vhiouts,https://play-lh.googleusercontent.com/a-/AD5-WCmxe20Z16HG-M5RuYkihH7z999umonoHYoZb0wG,"Saya beri nilai segini karna amat sangat kecewa....bukan masalah apk ya,tapi kenapa saya selalu tida dapat menerima bantuan bansos,pkh/semacamnya padahal saya orang kurang mampu!!! Dan aneh ya di tempat saya orang yg termasuk berada malah dapet bantuan!!!...mohon untuk bisa di dengar untuk semuanya,mungkin dari kalian juga ada yg merasakan yg sama...saya curhat disini karna apk ya juga eror jadi saya mengajukan aduan disini!!...mohon untuk turun kelapangan saja agar bantuan bisa tepat sasaran!!!",3,2,1.0.7,11/28/2022 5:49,,
48,aa6cd986-7ac5-4ef5-a9d4-edf0f4f57676,Cica Klaudia,https://play-lh.googleusercontent.com/a-/AD5-WCkjv5S37nU1t7bcEMN39xp8ysxjjygvfJEeQDPj,Aplikasi nya susah di gunakan..setiap mau login slalu under name dan pasword tidak di temukan.. giliran mau ngusul ke pemerintahan setempat.. alasan nya banyak sekali.. mending gak usah ada bantuan tapi lowongan pekerjaan di tambah,1,3,1.0.7,11/24/2022 18:49,,
49,cfb7289b-6d2b-4f0d-96e3-22ebb9e7df2d,Mulyadi Pejayo,https://play-lh.googleusercontent.com/a/AEdFTp5NjxDILokXwo5jYHnsY2R4xK8RxmtkyF6lD3dh=mo,Tidak bisa login padahal nama dan passwordnya sudah benar dan di ulang berkali-kali tetap saja (user name dan password tidak di temukan /belum di lakukan aktivasi )itu saja yang muncul. Tolong perhatikan yang baik. SEBENARNYA KALAU BAIK SANGAT BESAR MANFAATNYA BAGI RAKYAT INDONESIA . MERDEKA .,1,1,1.0.7,12/6/2022 17:17,,
50,e93563b7-c9f5-42fa-ad86-e52a601cba15,Joko Waluyo,https://play-lh.googleusercontent.com/a/AEdFTp7pYhQROxuakyMoufUxVHi_b6U9aJaJOrTQMnuE=mo,"Komennya banyak yg gak bagus,tp krn sy sangat membutuhkan sy coba download juga,hidup2 untung2an,tp ternyata gak bisa login,semua sudah benar,email/nmr Hp tp yg keluar pasword/email salah,sy coba ganti pasword jawabannya tidak ditemukan,tolonglah...kami rakyat gk mampu,setelah corona kena PHK..jgn dipersulit,,",3,0,1.0.7,12/4/2022 15:10,,
